Image ID,Method 1,Method 2,Result
83,2,7,2
94,2,7,1
98,2,7,1
88,2,7,1
96,2,7,1
94,2,7,2
99,2,7,2
96,2,7,1
88,2,7,2
95,2,7,2
96,2,7,1
87,2,7,2
99,2,7,2
96,2,7,1
99,2,7,1
87,2,7,2
100,2,7,1
86,2,7,1
83,2,7,2
87,2,7,1
82,2,7,2
82,2,7,2
83,2,7,2
100,2,7,2
98,2,7,2
82,2,7,2
83,2,7,2
89,2,7,1
95,2,7,2
100,2,7,2
82,2,7,2
95,2,7,2
95,2,7,2
95,10,11,2
85,10,11,1
86,10,11,1
88,10,11,1
96,10,11,2
87,10,11,2
88,10,11,1
91,10,11,2
94,10,11,2
86,10,11,2
86,10,11,2
92,10,11,1
99,10,11,2
93,10,11,2
89,10,11,1
94,10,11,1
95,10,11,1
92,10,11,2
96,10,11,2
94,10,11,1
95,10,11,2
88,10,11,1
88,10,11,1
98,10,11,1
100,10,11,2
93,10,11,2
94,10,11,2
87,10,11,2
90,10,11,2
91,10,11,2
99,10,11,2
81,10,11,2
96,10,11,2
89,10,11,1
95,10,11,2
83,10,11,2
92,10,11,1
81,3,10,2
84,3,10,1
81,3,10,1
81,3,10,1
90,3,10,1
94,3,10,1
92,3,10,1
81,3,10,2
91,3,10,2
97,3,10,1
83,3,10,1
94,3,10,1
90,3,10,2
86,3,10,2
82,3,10,2
92,3,10,1
82,3,10,1
92,3,10,2
82,3,10,2
89,3,10,2
100,3,10,1
85,3,10,2
88,3,10,1
89,3,10,2
94,3,10,1
87,3,10,2
99,3,10,1
85,3,10,2
100,3,10,1
92,3,10,2
82,3,10,1
90,3,10,1
85,3,10,1
81,3,10,2
98,3,10,2
83,3,10,1
100,3,10,1
88,12,14,2
99,12,14,2
99,12,14,2
92,12,14,2
98,12,14,2
91,12,14,2
96,12,14,1
87,12,14,2
93,12,14,2
84,12,14,1
81,12,14,2
93,12,14,1
81,12,14,2
92,12,14,2
98,12,14,2
85,12,14,2
92,12,14,2
85,12,14,2
98,12,14,2
98,12,14,2
84,12,14,1
96,12,14,1
87,12,14,2
100,12,14,2
82,12,14,1
96,12,14,1
90,12,14,1
82,12,14,2
90,12,14,2
100,12,14,2
85,12,14,2
99,12,14,2
95,12,14,1
93,12,14,2
91,12,14,2
81,12,14,2
98,12,14,2
87,1,12,2
84,1,12,2
92,1,12,2
82,1,12,2
81,1,12,2
83,1,12,2
86,1,12,2
86,1,12,2
94,1,12,2
82,1,12,2
86,1,12,1
98,1,12,2
96,1,12,2
85,1,12,2
100,1,12,1
93,1,12,1
100,1,12,2
86,1,12,1
92,1,12,1
87,1,12,2
85,1,12,2
95,1,12,2
94,1,12,2
83,1,12,2
85,1,12,1
91,1,12,2
96,1,12,2
86,1,12,2
85,1,12,2
89,1,12,2
98,1,12,2
88,1,12,2
86,1,12,2
99,1,12,2
84,1,12,2
97,1,12,1
95,1,12,2
99,9,10,2
83,9,10,1
82,9,10,2
100,9,10,2
81,9,10,2
87,9,10,1
98,9,10,1
86,9,10,1
96,9,10,2
97,9,10,1
95,9,10,1
92,9,10,1
85,9,10,2
100,9,10,1
88,9,10,2
83,9,10,1
99,9,10,1
82,9,10,2
97,9,10,1
84,9,10,1
83,9,10,1
90,9,10,1
84,9,10,1
86,9,10,2
85,9,10,2
82,9,10,1
92,9,10,1
87,9,10,1
100,9,10,1
86,9,10,2
86,9,10,2
84,9,10,1
84,9,10,1
88,9,10,1
94,9,10,1
94,9,10,1
90,9,10,2
98,10,12,2
93,10,12,2
84,10,12,2
87,10,12,2
81,10,12,1
94,10,12,1
95,10,12,1
87,10,12,2
85,10,12,2
82,10,12,2
83,10,12,2
92,10,12,2
100,10,12,2
90,10,12,1
82,10,12,1
89,10,12,2
95,10,12,1
94,10,12,2
90,10,12,1
100,10,12,2
85,10,12,1
81,10,12,2
92,10,12,2
98,10,12,2
86,10,12,1
83,10,12,2
90,10,12,1
100,10,12,1
93,10,12,2
90,10,12,1
97,10,12,2
100,10,12,2
83,10,12,2
90,10,12,2
88,10,12,2
93,10,12,2
95,10,12,2
100,7,9,2
86,7,9,2
95,7,9,2
99,7,9,2
85,7,9,2
99,7,9,2
98,7,9,2
82,7,9,1
94,7,9,2
97,7,9,2
100,7,9,2
95,7,9,2
85,7,9,2
87,7,9,2
96,7,9,2
98,7,9,2
98,7,9,1
83,7,9,2
96,7,9,2
91,7,9,2
86,7,9,2
88,7,9,2
94,7,9,2
100,7,9,2
83,7,9,2
94,7,9,2
89,7,9,1
87,7,9,2
91,7,9,2
87,7,9,2
83,7,9,2
83,7,9,2
86,7,9,1
89,7,9,2
86,7,9,2
98,7,9,2
88,7,9,1
96,3,13,2
99,3,13,2
93,3,13,2
90,3,13,2
94,3,13,1
89,3,13,2
94,3,13,2
100,3,13,2
94,3,13,2
91,3,13,2
84,3,13,1
93,3,13,1
92,3,13,2
81,3,13,2
94,3,13,2
92,3,13,2
98,3,13,2
87,3,13,2
87,3,13,2
95,3,13,1
99,3,13,2
97,3,13,1
90,3,13,2
92,3,13,2
96,3,13,2
81,3,13,2
97,3,13,2
84,3,13,2
82,3,13,2
98,3,13,2
89,3,13,1
91,3,13,2
91,3,13,2
94,3,13,2
81,3,13,2
90,3,13,2
81,3,13,2
86,2,9,1
90,2,9,2
92,2,9,2
82,2,9,2
84,2,9,2
100,2,9,2
96,2,9,2
84,2,9,2
95,2,9,2
100,2,9,2
89,2,9,2
91,2,9,2
86,2,9,2
92,2,9,2
87,2,9,2
94,2,9,2
91,2,9,2
86,2,9,2
82,2,9,2
97,2,9,2
85,2,9,1
98,2,9,2
93,2,9,2
97,2,9,2
91,2,9,2
83,2,9,2
91,2,9,2
93,2,9,2
99,2,9,1
86,2,9,2
92,2,9,2
95,2,9,1
85,2,9,2
81,2,9,2
98,2,9,1
81,2,9,2
89,2,9,1
83,6,12,2
95,6,12,2
87,6,12,2
98,6,12,2
86,6,12,1
84,6,12,2
90,6,12,1
94,6,12,1
84,6,12,1
96,6,12,1
97,6,12,2
89,6,12,1
99,6,12,2
99,6,12,2
89,6,12,2
85,6,12,1
81,6,12,1
91,6,12,1
88,6,12,2
87,6,12,2
90,6,12,2
87,6,12,2
83,6,12,2
94,6,12,1
100,6,12,2
81,6,12,1
82,6,12,1
84,6,12,2
91,6,12,1
83,6,12,2
90,6,12,2
90,6,12,1
91,6,12,2
95,6,12,2
89,6,12,1
94,6,12,1
96,6,12,2
82,1,11,2
84,1,11,2
93,1,11,2
100,1,11,2
86,1,11,2
86,1,11,2
94,1,11,1
85,1,11,1
86,1,11,2
98,1,11,1
88,1,11,1
87,1,11,2
100,1,11,2
90,1,11,2
83,1,11,2
93,1,11,2
96,1,11,1
90,1,11,2
81,1,11,2
82,1,11,2
97,1,11,2
93,1,11,2
98,1,11,2
88,1,11,2
90,1,11,1
96,1,11,2
96,1,11,2
89,1,11,2
92,1,11,2
98,1,11,2
86,1,11,2
84,1,11,2
83,1,11,1
82,1,11,2
83,1,11,2
82,1,11,2
97,1,11,2
90,11,12,2
91,11,12,1
88,11,12,1
98,11,12,1
92,11,12,1
92,11,12,1
92,11,12,1
87,11,12,2
94,11,12,1
82,11,12,1
98,11,12,2
96,11,12,1
91,11,12,1
99,11,12,2
99,11,12,1
98,11,12,1
98,11,12,2
84,11,12,2
92,11,12,1
96,11,12,1
96,11,12,1
97,11,12,2
99,11,12,1
84,11,12,2
97,11,12,2
99,11,12,2
82,11,12,1
87,11,12,1
92,11,12,2
86,11,12,1
97,11,12,2
98,11,12,1
86,11,12,1
85,11,12,2
92,11,12,2
83,11,12,2
96,11,12,1
84,4,8,1
86,4,8,1
89,4,8,1
99,4,8,1
99,4,8,1
90,4,8,2
86,4,8,2
83,4,8,1
89,4,8,1
84,4,8,1
95,4,8,1
99,4,8,1
81,4,8,1
84,4,8,1
84,4,8,1
82,4,8,2
97,4,8,2
100,4,8,1
93,4,8,2
86,4,8,1
98,4,8,1
96,4,8,2
89,4,8,1
82,4,8,2
100,4,8,1
89,4,8,1
87,4,8,1
93,4,8,2
100,4,8,2
94,4,8,2
99,4,8,1
99,4,8,1
87,4,8,1
98,4,8,1
99,4,8,1
87,4,8,1
90,4,8,1
94,7,8,2
100,7,8,2
100,7,8,1
87,7,8,2
95,7,8,2
89,7,8,1
97,7,8,2
85,7,8,1
97,7,8,1
95,7,8,2
87,7,8,2
94,7,8,2
85,7,8,1
96,7,8,2
89,7,8,1
95,7,8,2
100,7,8,2
87,7,8,2
91,7,8,2
97,7,8,2
89,7,8,1
98,7,8,2
100,7,8,1
98,7,8,1
94,7,8,2
91,7,8,2
82,7,8,2
88,7,8,2
86,7,8,2
97,7,8,2
91,7,8,2
87,7,8,2
91,7,8,2
96,7,8,2
98,7,8,1
97,7,8,2
91,7,8,2
84,1,8,2
87,1,8,2
88,1,8,2
85,1,8,1
86,1,8,2
81,1,8,2
92,1,8,2
97,1,8,2
100,1,8,2
97,1,8,1
88,1,8,2
95,1,8,2
99,1,8,2
92,1,8,2
96,1,8,2
87,1,8,2
88,1,8,2
98,1,8,2
92,1,8,2
93,1,8,2
91,1,8,2
91,1,8,2
90,1,8,2
90,1,8,1
94,1,8,1
96,1,8,1
83,1,8,2
98,1,8,1
89,1,8,2
96,1,8,2
98,1,8,2
97,1,8,2
100,1,8,2
82,1,8,2
92,1,8,2
99,1,8,2
93,1,8,2
92,1,3,2
91,1,3,2
93,1,3,2
85,1,3,2
97,1,3,1
92,1,3,2
86,1,3,2
92,1,3,1
86,1,3,1
87,1,3,2
91,1,3,2
94,1,3,2
93,1,3,1
99,1,3,2
81,1,3,2
84,1,3,1
89,1,3,1
97,1,3,2
88,1,3,2
86,1,3,1
82,1,3,2
100,1,3,2
99,1,3,1
87,1,3,2
87,1,3,2
96,1,3,2
92,1,3,2
97,1,3,2
91,1,3,2
89,1,3,2
92,1,3,2
99,1,3,1
81,1,3,2
81,1,3,2
90,1,3,2
81,1,3,2
88,1,3,2
83,4,9,1
86,4,9,2
82,4,9,1
99,4,9,1
95,4,9,2
86,4,9,1
100,4,9,1
99,4,9,1
81,4,9,2
89,4,9,1
87,4,9,1
87,4,9,2
99,4,9,1
91,4,9,1
85,4,9,1
92,4,9,2
89,4,9,1
92,4,9,2
94,4,9,2
84,4,9,2
88,4,9,1
90,4,9,2
94,4,9,1
90,4,9,2
92,4,9,1
97,4,9,1
94,4,9,1
97,4,9,1
100,4,9,2
81,4,9,1
86,4,9,2
99,4,9,1
88,4,9,1
100,4,9,1
87,4,9,1
97,4,9,1
93,4,9,2
100,4,11,1
97,4,11,1
87,4,11,1
91,4,11,1
94,4,11,2
89,4,11,2
98,4,11,1
88,4,11,1
96,4,11,1
85,4,11,2
87,4,11,2
85,4,11,1
95,4,11,1
89,4,11,2
86,4,11,1
98,4,11,1
97,4,11,1
86,4,11,2
98,4,11,1
88,4,11,1
85,4,11,2
83,4,11,1
83,4,11,1
99,4,11,1
89,4,11,1
82,4,11,1
88,4,11,1
85,4,11,1
82,4,11,1
95,4,11,1
84,4,11,1
92,4,11,1
100,4,11,1
82,4,11,1
89,4,11,2
87,4,11,1
81,4,11,2
86,8,14,2
93,8,14,2
94,8,14,1
84,8,14,2
90,8,14,1
91,8,14,2
82,8,14,1
86,8,14,1
91,8,14,2
86,8,14,1
98,8,14,2
83,8,14,1
99,8,14,2
96,8,14,1
82,8,14,2
81,8,14,2
83,8,14,2
97,8,14,1
81,8,14,2
95,8,14,1
89,8,14,2
97,8,14,1
100,8,14,1
88,8,14,1
85,8,14,2
90,8,14,2
96,8,14,1
89,8,14,2
82,8,14,2
89,8,14,2
84,8,14,1
99,8,14,2
92,8,14,1
85,8,14,1
99,8,14,2
95,8,14,1
82,8,14,2
99,2,13,2
100,2,13,2
97,2,13,2
91,2,13,2
92,2,13,1
82,2,13,2
84,2,13,2
96,2,13,2
81,2,13,2
85,2,13,2
82,2,13,2
94,2,13,2
89,2,13,1
91,2,13,2
98,2,13,1
86,2,13,2
85,2,13,2
82,2,13,2
100,2,13,2
83,2,13,2
98,2,13,2
93,2,13,2
99,2,13,2
95,2,13,2
100,2,13,2
93,2,13,2
83,2,13,2
88,2,13,2
90,2,13,2
88,2,13,2
96,2,13,2
81,2,13,2
96,2,13,2
96,2,13,2
100,2,13,2
100,2,13,2
88,2,13,2
85,7,11,2
82,7,11,1
99,7,11,2
82,7,11,2
97,7,11,1
82,7,11,1
97,7,11,1
99,7,11,2
97,7,11,1
83,7,11,1
88,7,11,1
96,7,11,2
98,7,11,2
85,7,11,2
88,7,11,2
85,7,11,1
99,7,11,2
95,7,11,2
97,7,11,2
85,7,11,1
97,7,11,1
89,7,11,1
85,7,11,2
83,7,11,1
85,7,11,1
100,7,11,2
83,7,11,1
86,7,11,1
98,7,11,2
89,7,11,1
91,7,11,2
100,7,11,1
89,7,11,1
96,7,11,2
87,7,11,2
97,7,11,1
95,7,11,2
95,6,14,2
94,6,14,1
99,6,14,2
81,6,14,2
86,6,14,1
81,6,14,2
95,6,14,2
91,6,14,2
97,6,14,1
89,6,14,2
90,6,14,2
100,6,14,2
82,6,14,2
93,6,14,2
84,6,14,2
95,6,14,2
81,6,14,2
90,6,14,2
87,6,14,2
86,6,14,1
83,6,14,2
87,6,14,2
82,6,14,2
89,6,14,2
88,6,14,2
94,6,14,2
82,6,14,2
90,6,14,2
96,6,14,1
97,6,14,1
95,6,14,2
82,6,14,2
88,6,14,1
91,6,14,2
91,6,14,2
88,6,14,2
81,6,14,2
100,5,13,2
90,5,13,1
84,5,13,2
96,5,13,2
92,5,13,2
100,5,13,2
100,5,13,2
92,5,13,2
88,5,13,2
83,5,13,2
88,5,13,1
93,5,13,1
91,5,13,2
83,5,13,2
90,5,13,1
91,5,13,2
81,5,13,2
90,5,13,2
91,5,13,2
86,5,13,2
98,5,13,2
94,5,13,2
82,5,13,2
84,5,13,2
90,5,13,1
95,5,13,1
92,5,13,2
94,5,13,1
92,5,13,2
85,5,13,2
87,5,13,2
95,5,13,1
89,5,13,1
82,5,13,2
96,5,13,2
82,5,13,2
81,5,13,2
96,8,9,2
90,8,9,1
85,8,9,2
91,8,9,1
83,8,9,1
82,8,9,1
82,8,9,1
85,8,9,2
94,8,9,1
93,8,9,2
94,8,9,1
100,8,9,2
84,8,9,2
82,8,9,1
82,8,9,2
84,8,9,2
87,8,9,2
81,8,9,1
91,8,9,1
96,8,9,1
85,8,9,2
92,8,9,1
91,8,9,2
83,8,9,1
98,8,9,2
98,8,9,2
90,8,9,1
91,8,9,1
88,8,9,2
96,8,9,2
95,8,9,1
86,8,9,1
96,8,9,1
86,8,9,1
90,8,9,1
89,8,9,2
81,8,9,1
85,9,14,2
87,9,14,2
97,9,14,1
96,9,14,1
83,9,14,2
92,9,14,1
98,9,14,1
92,9,14,1
87,9,14,1
99,9,14,2
81,9,14,2
96,9,14,1
99,9,14,2
83,9,14,1
85,9,14,1
81,9,14,2
99,9,14,2
87,9,14,2
89,9,14,2
82,9,14,2
100,9,14,1
91,9,14,1
86,9,14,1
83,9,14,2
81,9,14,2
90,9,14,2
98,9,14,2
93,9,14,2
87,9,14,2
98,9,14,2
85,9,14,1
88,9,14,1
93,9,14,2
81,9,14,2
83,9,14,2
97,9,14,1
91,9,14,2
100,4,12,1
98,4,12,2
88,4,12,1
83,4,12,2
97,4,12,1
97,4,12,1
89,4,12,2
100,4,12,1
94,4,12,1
99,4,12,1
90,4,12,1
89,4,12,2
98,4,12,2
91,4,12,1
86,4,12,1
97,4,12,1
97,4,12,1
92,4,12,1
96,4,12,2
81,4,12,2
98,4,12,1
89,4,12,1
90,4,12,1
85,4,12,1
93,4,12,1
82,4,12,1
85,4,12,1
86,4,12,2
84,4,12,2
95,4,12,1
88,4,12,1
95,4,12,1
81,4,12,1
83,4,12,2
84,4,12,2
93,4,12,1
85,4,12,2
94,8,11,1
87,8,11,2
91,8,11,1
90,8,11,1
88,8,11,1
94,8,11,1
92,8,11,1
98,8,11,2
85,8,11,2
83,8,11,1
84,8,11,1
84,8,11,1
88,8,11,2
96,8,11,1
96,8,11,1
90,8,11,1
97,8,11,1
82,8,11,1
94,8,11,1
85,8,11,2
84,8,11,1
96,8,11,1
97,8,11,1
87,8,11,2
90,8,11,2
85,8,11,1
82,8,11,1
86,8,11,2
84,8,11,1
90,8,11,1
97,8,11,1
93,8,11,2
95,8,11,1
82,8,11,2
83,8,11,1
86,8,11,2
92,8,11,1
95,1,5,1
94,1,5,2
85,1,5,2
98,1,5,2
100,1,5,2
88,1,5,1
97,1,5,2
90,1,5,2
90,1,5,2
86,1,5,2
93,1,5,2
85,1,5,2
83,1,5,2
81,1,5,2
94,1,5,2
97,1,5,2
84,1,5,2
81,1,5,2
98,1,5,2
81,1,5,2
98,1,5,2
90,1,5,2
100,1,5,2
97,1,5,1
85,1,5,2
88,1,5,2
95,1,5,2
93,1,5,2
90,1,5,2
92,1,5,2
96,1,5,2
85,1,5,2
81,1,5,2
97,1,5,2
94,1,5,2
99,1,5,2
84,1,5,2
94,2,10,1
89,2,10,2
94,2,10,2
99,2,10,2
91,2,10,2
96,2,10,1
89,2,10,2
91,2,10,2
97,2,10,1
100,2,10,2
84,2,10,1
88,2,10,2
85,2,10,2
96,2,10,1
94,2,10,2
81,2,10,1
86,2,10,2
82,2,10,2
85,2,10,2
93,2,10,1
92,2,10,2
100,2,10,1
91,2,10,2
92,2,10,2
95,2,10,2
86,2,10,1
82,2,10,2
99,2,10,2
82,2,10,2
84,2,10,1
94,2,10,2
91,2,10,2
81,2,10,2
95,2,10,2
84,2,10,1
96,2,10,1
81,2,10,2
93,2,4,2
94,2,4,2
91,2,4,2
92,2,4,2
84,2,4,2
97,2,4,2
94,2,4,2
99,2,4,2
83,2,4,2
83,2,4,2
84,2,4,2
86,2,4,1
100,2,4,2
90,2,4,2
94,2,4,2
91,2,4,2
99,2,4,2
83,2,4,2
91,2,4,2
94,2,4,2
93,2,4,2
86,2,4,1
96,2,4,1
83,2,4,2
85,2,4,1
90,2,4,2
96,2,4,1
85,2,4,1
90,2,4,2
96,2,4,1
100,2,4,2
91,2,4,2
83,2,4,2
85,2,4,2
98,2,4,2
81,2,4,1
94,2,4,2
82,5,7,1
85,5,7,1
96,5,7,1
87,5,7,1
98,5,7,2
98,5,7,1
96,5,7,1
88,5,7,1
88,5,7,1
97,5,7,1
97,5,7,1
86,5,7,1
98,5,7,1
97,5,7,2
86,5,7,1
100,5,7,1
85,5,7,1
87,5,7,1
86,5,7,1
97,5,7,1
100,5,7,1
97,5,7,2
100,5,7,1
87,5,7,1
87,5,7,1
98,5,7,1
95,5,7,1
86,5,7,1
98,5,7,2
96,5,7,1
85,5,7,1
100,5,7,2
87,5,7,1
96,5,7,1
95,5,7,1
87,5,7,1
88,5,7,1
87,4,6,1
85,4,6,2
98,4,6,1
94,4,6,1
94,4,6,1
85,4,6,2
85,4,6,2
89,4,6,2
99,4,6,1
88,4,6,2
93,4,6,2
93,4,6,2
82,4,6,1
82,4,6,2
82,4,6,1
88,4,6,1
84,4,6,1
93,4,6,2
91,4,6,1
86,4,6,1
94,4,6,1
87,4,6,1
96,4,6,2
94,4,6,1
99,4,6,1
97,4,6,1
91,4,6,1
95,4,6,1
100,4,6,1
99,4,6,1
89,4,6,2
87,4,6,1
84,4,6,1
93,4,6,2
85,4,6,2
98,4,6,1
95,4,6,1
97,9,13,1
81,9,13,2
99,9,13,2
92,9,13,1
90,9,13,1
84,9,13,2
86,9,13,2
81,9,13,2
87,9,13,2
88,9,13,2
97,9,13,2
88,9,13,2
92,9,13,1
84,9,13,2
86,9,13,2
94,9,13,2
99,9,13,2
91,9,13,2
90,9,13,2
86,9,13,2
97,9,13,2
83,9,13,2
100,9,13,2
97,9,13,2
84,9,13,2
100,9,13,2
88,9,13,2
88,9,13,2
86,9,13,2
82,9,13,1
100,9,13,2
93,9,13,1
86,9,13,2
98,9,13,2
87,9,13,2
87,9,13,2
90,9,13,2
85,13,14,2
82,13,14,1
84,13,14,1
90,13,14,1
88,13,14,1
82,13,14,1
90,13,14,2
95,13,14,1
84,13,14,1
98,13,14,1
98,13,14,1
88,13,14,1
92,13,14,1
83,13,14,1
90,13,14,2
86,13,14,1
87,13,14,1
82,13,14,1
97,13,14,1
84,13,14,1
97,13,14,1
99,13,14,2
100,13,14,1
86,13,14,1
99,13,14,1
94,13,14,1
81,13,14,2
85,13,14,2
93,13,14,1
93,13,14,2
89,13,14,1
91,13,14,1
93,13,14,1
92,13,14,1
99,13,14,2
94,13,14,2
92,13,14,1
98,8,12,2
82,8,12,1
96,8,12,2
89,8,12,1
81,8,12,1
89,8,12,2
90,8,12,1
91,8,12,1
95,8,12,1
90,8,12,1
92,8,12,1
88,8,12,1
81,8,12,1
85,8,12,2
88,8,12,1
90,8,12,2
94,8,12,1
97,8,12,1
91,8,12,1
94,8,12,1
95,8,12,1
93,8,12,2
81,8,12,2
95,8,12,1
82,8,12,1
97,8,12,1
84,8,12,2
91,8,12,1
93,8,12,1
81,8,12,1
82,8,12,2
99,8,12,1
100,8,12,1
100,8,12,2
97,8,12,1
97,8,12,1
85,8,12,2
81,6,9,2
83,6,9,2
98,6,9,2
81,6,9,2
92,6,9,2
95,6,9,2
98,6,9,2
97,6,9,2
95,6,9,2
94,6,9,1
93,6,9,1
88,6,9,1
92,6,9,2
84,6,9,2
91,6,9,2
82,6,9,2
87,6,9,2
89,6,9,1
82,6,9,2
99,6,9,2
99,6,9,2
82,6,9,1
96,6,9,2
98,6,9,2
99,6,9,2
98,6,9,2
96,6,9,2
89,6,9,1
86,6,9,1
83,6,9,2
82,6,9,1
88,6,9,1
99,6,9,2
89,6,9,1
100,6,9,2
94,6,9,2
87,6,9,2
93,10,13,2
89,10,13,2
94,10,13,2
93,10,13,2
90,10,13,1
87,10,13,2
100,10,13,2
94,10,13,2
91,10,13,2
98,10,13,2
91,10,13,2
96,10,13,2
99,10,13,2
94,10,13,2
100,10,13,2
95,10,13,2
95,10,13,2
84,10,13,2
85,10,13,1
95,10,13,2
87,10,13,2
92,10,13,2
94,10,13,2
99,10,13,2
81,10,13,2
83,10,13,2
90,10,13,2
82,10,13,2
100,10,13,2
87,10,13,2
98,10,13,2
93,10,13,2
98,10,13,1
88,10,13,2
82,10,13,2
94,10,13,2
82,10,13,2
97,3,12,1
95,3,12,2
85,3,12,2
95,3,12,2
93,3,12,2
87,3,12,1
97,3,12,1
99,3,12,2
90,3,12,1
84,3,12,2
90,3,12,1
95,3,12,2
81,3,12,2
97,3,12,2
92,3,12,1
85,3,12,2
88,3,12,2
86,3,12,1
97,3,12,1
89,3,12,2
100,3,12,2
84,3,12,2
91,3,12,1
92,3,12,1
98,3,12,2
84,3,12,2
96,3,12,1
88,3,12,2
87,3,12,2
86,3,12,2
88,3,12,1
82,3,12,1
89,3,12,1
87,3,12,2
97,3,12,2
95,3,12,2
87,3,12,2
88,4,7,1
83,4,7,1
83,4,7,1
86,4,7,2
87,4,7,1
86,4,7,1
87,4,7,1
100,4,7,1
94,4,7,2
98,4,7,1
96,4,7,1
99,4,7,1
83,4,7,1
99,4,7,1
96,4,7,1
98,4,7,1
97,4,7,1
91,4,7,1
97,4,7,1
99,4,7,1
83,4,7,1
83,4,7,1
97,4,7,2
96,4,7,1
88,4,7,1
94,4,7,1
97,4,7,1
100,4,7,2
88,4,7,1
91,4,7,1
94,4,7,1
89,4,7,2
91,4,7,1
100,4,7,1
83,4,7,1
87,4,7,1
83,4,7,2
86,6,13,2
87,6,13,2
93,6,13,2
85,6,13,1
100,6,13,2
100,6,13,2
96,6,13,2
94,6,13,2
99,6,13,2
86,6,13,2
87,6,13,2
99,6,13,2
97,6,13,2
89,6,13,2
90,6,13,2
100,6,13,2
92,6,13,2
97,6,13,2
84,6,13,2
88,6,13,2
95,6,13,2
96,6,13,2
93,6,13,2
97,6,13,2
86,6,13,2
84,6,13,2
84,6,13,2
88,6,13,2
92,6,13,1
93,6,13,2
100,6,13,2
83,6,13,2
86,6,13,2
97,6,13,2
86,6,13,2
87,6,13,1
99,6,13,2
84,1,10,2
88,1,10,1
91,1,10,2
98,1,10,2
83,1,10,1
93,1,10,1
97,1,10,1
82,1,10,2
89,1,10,2
93,1,10,1
81,1,10,2
85,1,10,2
87,1,10,2
90,1,10,2
94,1,10,2
99,1,10,2
95,1,10,1
100,1,10,2
86,1,10,1
99,1,10,2
91,1,10,2
91,1,10,2
91,1,10,2
82,1,10,2
90,1,10,2
87,1,10,1
87,1,10,1
81,1,10,2
84,1,10,2
99,1,10,1
82,1,10,2
85,1,10,2
96,1,10,2
94,1,10,1
96,1,10,2
98,1,10,2
85,1,10,2
85,1,7,1
83,1,7,2
86,1,7,2
95,1,7,1
100,1,7,2
83,1,7,2
99,1,7,2
89,1,7,2
88,1,7,2
94,1,7,1
94,1,7,1
94,1,7,2
97,1,7,1
87,1,7,2
98,1,7,1
95,1,7,1
85,1,7,2
91,1,7,1
88,1,7,2
94,1,7,1
94,1,7,1
87,1,7,2
82,1,7,2
98,1,7,2
96,1,7,1
100,1,7,2
96,1,7,1
100,1,7,2
85,1,7,1
89,1,7,2
85,1,7,1
97,1,7,2
91,1,7,2
94,1,7,1
85,1,7,2
94,1,7,1
97,1,7,2
85,2,6,2
93,2,6,2
95,2,6,2
86,2,6,2
92,2,6,1
95,2,6,2
82,2,6,2
95,2,6,2
83,2,6,2
85,2,6,2
88,2,6,2
99,2,6,1
93,2,6,2
86,2,6,1
100,2,6,2
96,2,6,1
84,2,6,1
84,2,6,1
85,2,6,2
95,2,6,2
97,2,6,2
93,2,6,2
99,2,6,2
99,2,6,1
97,2,6,2
83,2,6,2
96,2,6,1
99,2,6,2
81,2,6,1
95,2,6,2
97,2,6,2
99,2,6,1
93,2,6,2
92,2,6,1
98,2,6,1
94,2,6,2
99,2,6,1
